https://www.needhelppayingbills.com/html/adair-_madison-_adams_county_st__vincent_de_paul_assistance.html,"Help from St. Vincent de Paul assistance programs Adair, Madison, Adams County area."
https://www.needhelppayingbills.com/html/ada_county_transitional_and_low_income_housing.html,Ada County transitional low income housing and homeless shelters.
